Vehicle ID,Departure Time,Arrival Time,Travel Time,Waiting Time,Route Length
ai_4825546e13154c28a23423ede1bf9fc7,1247.4,1329.6,82.2,22.4,639.84
ai_e143698beea444c4b1b2cb105c9110a5,1231.9,1329.9,98.0,7.5,830.68
ai_e2a45b39c04a4ac9a61452b90ed070d3,1201.1,1333.4,132.3,33.6,843.52
ai_244fac8cfbac45db88b5610162d75c10,1234.5,1334.9,100.4,4.7,843.52
ai_b1a3fe1d243e4fd1ace1825fa2ff37ed,1244.9,1336.6,91.7,0.0,843.52
ai_15e5740432d74014b7160e901ead338e,1205.3,1346.0,140.7,53.5,868.14
ai_1af935a329f6433bb90b642dd2ac00d6,1249.9,1346.5,96.6,8.1,866.04
ai_aad2a7899630408eb95ac51421774a8c,1197.6,1350.2,152.6,48.4,852.73
ai_cab4292506154edd8d56ffa039e76b4c,1255.4,1363.5,108.1,20.3,855.26
ai_fc2736afcfe44567907306ea21e8d8ee,1335.8,1364.5,28.7,0.0,418.1
ai_a679e51e7c3b469d80728b1fdfd46a2d,1252.6,1368.1,115.5,44.7,854.83
ai_f6fe365dfafe441787a6d6e8e6ee0526,1239.6,1369.1,129.5,49.0,843.52
ai_2dca61eae64743ce9411e22ae532001f,1266.0,1372.3,106.3,13.5,856.36
ai_28c01c56d4f74a4aa4d11417a3a23da4,1278.4,1373.8,95.4,7.6,843.52
ai_d4975a4d4cbb431f9dd69ad67c3b8231,1268.1,1375.0,106.9,40.3,641.87
ai_046ca43caa254f558de8abbda48240cc,1240.9,1375.4,134.5,36.1,852.73
ai_ac58bb76e09d459e9e76b4398aa78751,1278.0,1378.5,100.5,13.1,859.73
ai_dc2fb47543af4c2a9bc67519cf88a63e,1280.6,1380.0,99.4,11.5,859.73
ai_487eecdf78a9413c806ab501a07d26b0,1260.2,1381.6,121.4,33.3,860.2
ai_721204c36cdb459095219cf9991ee688,1315.6,1384.5,68.9,17.8,634.79
ai_b5d7b14f521844168b0f638aab1f70da,1279.2,1387.2,108.0,35.9,862.76
ai_40a7c05d596c44889e516826f159039b,1282.9,1387.7,104.8,29.1,870.7
ai_3f93777500ad44f2bc60917d3ffdaf02,1331.8,1392.9,61.1,21.9,418.03
ai_47827f539bb64853b308f3b6f83fe937,1341.2,1395.9,54.7,9.1,415.23
ai_eaea74b16cef43caa31a220baee660e8,1340.5,1413.6,73.1,17.0,627.0
ai_dedb2f61e0754306879d164555f6ce54,1290.9,1419.8,128.9,43.1,868.57
ai_d7654a69192d4dc4a913ad46717afdea,1298.6,1421.4,122.8,23.3,841.89
ai_9a8ca9645edf4bfc8493418c4a42f530,1289.1,1423.5,134.4,52.0,843.52
ai_5f2d2ad8a6a140118c3236b00fa4f147,1336.2,1425.0,88.8,2.6,846.32
ai_11290c26bdef4d04ab7bbd5020225900,1376.0,1426.9,50.9,2.7,629.8
emergency_8a9fc5652f9e46d4bb7b972791030e6d,1343.4,1427.1,83.7,0.0,842.02
ai_d10506bd12f646e6aae919db537c7fe2,1388.8,1428.5,39.7,0.0,398.25
ai_53909eb9e1bc4bea8fb9076a03ed716f,1348.4,1428.7,80.3,0.0,843.52
ai_45e5f0892df1481dba52bfc3933ca5d3,1323.3,1429.1,105.8,32.6,868.14
ai_f6cb392b6eb446e7853d8abd3726089e,1368.9,1430.2,61.3,0.0,639.84
ai_6d5b2ad959724a9aac69940881d59b59,1353.0,1432.8,79.8,0.0,836.99
ai_06fb907d103d496b8b29e30fdb0d2e89,1353.9,1434.0,80.1,13.8,627.31
ai_34ba0ecfdbde476b8c92a7ea6919101c,1295.1,1435.0,139.9,58.7,854.83
ai_41ce326e541f4b0f8f85ec7b19feeb19,1376.4,1435.5,59.1,0.0,627.31
ai_5beaaf46ad364ee89401fa3f6df65087,1348.8,1437.2,88.4,8.6,857.63
ai_8a70b3a4a3d1470c8993b121af3088de,1325.9,1441.8,115.9,20.6,868.14
ai_0b3b37b221864cd7b25e20eda7dfa87a,1336.9,1441.8,104.9,11.0,852.73
ai_685cc4eec88a40808adb8e1fa811193f,1382.5,1442.7,60.2,5.5,647.59
ai_0f7299aedf36409fb92efd95eeca403f,1363.6,1443.1,79.5,8.9,873.47
ai_0e8690f7086148eba6a11a5722d536c7,1341.5,1444.6,103.1,30.1,870.67
ai_c6fd36ee2bd1451bbf9b47ee12d049ba,1379.7,1451.2,71.5,0.6,870.2
ai_ed916ce8b0b947719d521af6ed51bf19,1370.3,1452.7,82.4,2.3,956.34
ai_f492274ed6974e4cb51ed1055d6665fc,1365.0,1458.5,93.5,40.5,631.99
ai_46d3e8f33ae649158e96fde20cbd5a0c,1382.2,1459.0,76.8,39.2,418.1
ai_319311b6c05d496bb8cc2fb76267e7c9,1368.1,1459.2,91.1,19.1,857.97
ai_2c97e410c2fd47f1b88aebbf578176a0,1312.8,1459.4,146.6,64.5,856.36
ai_557b9d8353ca47e18cda3d97f71fe377,1400.9,1459.5,58.6,20.0,418.1
ai_402fc36774aa498bb37132555c2bc3a0,1318.4,1460.7,142.3,47.8,859.73
ai_36241096508b4b8bae2173a54d654cad,1375.7,1460.9,85.2,3.8,843.52
ai_91f4e055868a4f6c9bf1ec48989587d9,1385.1,1460.9,75.8,0.0,860.5
ai_08773a35945e448b84a55ed3683cb077,1362.3,1461.2,98.9,40.5,643.97
ai_495c4b6737ff426dad749472f8d9d85d,1362.2,1461.5,99.3,14.3,867.67
ai_04e16eeb89d640e5888c15035bb0fbea,1420.0,1462.2,42.2,0.0,411.1
ai_f2ce974770fd4800beaf804c030b356e,1393.0,1463.4,70.4,23.5,411.1
ai_8c4cfa69509741dd9a6da3d308e575dc,1304.6,1464.2,159.6,65.5,863.7
ai_310aecbc39634fb7b966f5bc9fee8822,1315.4,1464.2,148.8,49.8,859.73
ai_db54620d4bac4af4884b0f41518b459f,1344.1,1467.2,123.1,18.8,852.73
ai_b76125479d3c416b8672a03080e32022,1342.6,1469.2,126.6,40.0,860.2
ai_5739df6293884511b871e9a540e90f61,1338.2,1473.9,135.7,31.3,858.1
ai_b079baf1d1ad40a48d895ed23ef2b78e,1397.0,1474.0,77.0,26.5,646.77
ai_75ef154856b64afa9bab26122b38a661,1397.2,1476.5,79.3,0.0,858.1
ai_ee754bf73f364a77b541178df35b6306,1391.1,1478.0,86.9,30.7,624.05
ai_65fea31f32dd469eaa5ae28cd7dc4be7,1435.6,1479.6,44.0,6.7,415.23
ai_79ad9744873443388e21823c5bb60cd6,1448.8,1483.5,34.7,0.0,415.23
ai_6a21a3c9b9494a5ca0842fe372daac8b,1374.1,1504.3,130.2,47.0,830.68
ai_76ee4a1bb324420391749fdbc6358bd4,1383.4,1506.3,122.9,39.1,830.68
ai_c2a3a147617c43cab5b64265189fbb43,1463.1,1506.9,43.8,0.0,403.15
ai_1e9291aaebf64b66b0aed4d5e7420100,1408.1,1507.3,99.2,37.8,620.31
ai_d4ffa6bcad9747678a262c26087f0b64,1392.9,1510.2,117.3,46.7,616.8
ai_6b8090d843c944f8a34bddc97bf6cf91,1401.9,1512.3,110.4,37.6,626.84
ai_42be8fe5b951459ebef5229f9547bdc3,1371.1,1512.5,141.4,57.6,843.52
ai_df0d8aa791ce4c43a0f11efdec3bef9a,1446.1,1520.2,74.1,15.1,627.31
ai_95fee298f0194a298d493ac349efbe74,1469.3,1524.9,55.6,0.0,627.31
ai_1460bd59dab84e33bc85c951429040f1,1467.3,1548.0,80.7,29.2,624.05
ai_0ae3ccab163d4361a65eed1d03f1e292,1420.8,1550.6,129.8,49.7,868.14
ai_e3fa936d948641f7986ffee6bd15360f,1412.0,1552.7,140.7,48.3,860.2
ai_60f30cf1ad154f8c80a7f6844d7c1c8c,1450.4,1553.5,103.1,12.4,849.36
ai_59b4b2b6a4c242abab3a5f33ccddbecb,1454.3,1554.3,100.0,15.6,859.73
ai_3b4c6df5e356424b9c05b59b310fb51b,1402.1,1554.6,152.5,60.9,854.73
ai_f3b7cd2caaca4a179cd76393a1ffa7e9,1456.9,1555.3,98.4,8.6,856.36
ai_665dfe4b4d274007b8c0ac9702179e0e,1425.3,1556.8,131.5,23.6,841.42
ai_8a683c0c0b634d3cb9e06c901d06a825,1461.9,1557.6,95.7,2.7,856.83
ai_9714427bf0704081a57a7897a3a1094e,1423.6,1558.7,135.1,45.1,856.83
ai_d65b698fa91b4f22be4f4ced1452b225,1473.7,1559.0,85.3,0.0,856.83
ai_a0bdf7008dc5444aad5fda80ea005adc,1507.1,1565.0,57.9,3.8,643.97
ai_eb0521cfbec04f859b1996a1dc7ca484,1483.6,1565.1,81.5,28.0,624.05
ai_d196c3fe8ea145c18f4a08a4c6b7791b,1475.3,1568.2,92.9,54.0,415.23
ai_5d6923e7a6104543a8775053781c03e6,1524.4,1574.3,49.9,4.8,415.23
ai_4f8406ed54134b3d9267f582f923c370,1534.5,1575.8,41.3,0.0,408.23
ai_11d7331fe7fd45a0a840eea978e5fa56,1527.5,1580.3,52.8,0.0,413.13
ai_470ff062a54947f6a20d8be80b63cda8,1521.2,1588.2,67.0,31.8,405.25
ai_d27405f0882247568fde341de7d572db,1463.9,1592.8,128.9,41.0,841.89
ai_81d4d8c1ad5044da89ce84b9defb23c2,1518.5,1593.3,74.8,37.7,402.39
ai_4bbcbcf796004feaa92836e5d0e53c9f,1497.2,1594.7,97.5,40.8,627.31
ai_5b8702392c7b4ce58025a718ca45efb6,1459.3,1597.5,138.2,41.9,956.34
ai_ce9160cd79204ff99d8923e959da6ba6,1446.6,1598.1,151.5,52.5,951.44
ai_4eabec2cc31e4892b9b79349a08f329c,1525.8,1598.9,73.1,0.0,843.99
ai_8289dc0006114f45b31e847ccea70410,1513.0,1599.4,86.4,16.1,637.74
ai_b69027a0896649cfbec5efc72930f1b7,1536.7,1599.7,63.0,18.1,415.23
ai_f2e80a7b133b4c7687d7f5906b4511f5,1528.4,1600.9,72.5,9.0,639.84
ai_856775a908184279a09e63ed1fbb0122,1497.8,1604.1,106.3,1.4,836.52
ai_7b126ec5dcb849beae558d65fa1d2ab2,1535.8,1608.5,72.7,0.0,843.99
ai_22dcd77a01a646dd97d2b696d3ed795e,1484.0,1609.1,125.1,38.5,638.06
ai_8dcabc60821046b997c84a18a019d631,1470.7,1610.3,139.6,61.7,868.14
ai_45150ab0cf254ecd8cfa99910f0171e4,1493.8,1614.1,120.3,42.0,870.67
ai_154bef27b9784f76a080cbfbd7d40dd8,1521.8,1615.2,93.4,6.2,854.83
ai_b82e79d84634479597e1e8fe0db5b605,1528.4,1615.2,86.8,0.3,953.65
ai_7ea41cebd80f414e872602fb101b50d8,1565.1,1619.2,54.1,0.0,647.59
ai_8a63e47e451a414781c5868b5eeb0d89,1459.3,1622.0,162.7,63.5,847.83
ai_c3883e4d78d1431fa68299cae6266f68,1520.9,1622.4,101.5,4.4,942.52
ai_95b680c4b79340ce8981f9ec97246f12,1529.2,1628.5,99.3,19.7,870.2
ai_bdbfd968c4974f869532250c6fe81bb9,1555.3,1629.9,74.6,0.0,857.36
ai_d3a7a8f5f7a04037912608cfd23dc230,1570.4,1630.1,59.7,0.0,647.59
ai_8224bcce4af64cdb8a0c1ee8b9179cfc,1585.3,1635.0,49.7,0.0,647.59
ai_2e3dc19c34e64769a1698d1ea4c932fa,1479.6,1638.4,158.8,80.7,843.52
ai_9b4a617fdef14268ba680d8ca20dc644,1599.4,1639.1,39.7,1.5,415.23
ai_ffc991ab70d04dfcb472462321eca951,1553.6,1639.5,85.9,30.5,624.05
ai_69e40404dca741bdaa42877d29baba36,1514.9,1639.8,124.9,27.7,843.52
ai_c9ad077c9fd04adbbdb456edcda88ab1,1527.4,1640.8,113.4,22.4,854.83
ai_5826fe5bd9ef40dc91117c480e88099e,1465.9,1641.3,175.4,77.9,867.67
ai_fde50381fc18407b826268d37d893650,1500.1,1645.4,145.3,50.4,858.4
ai_32b9cb1de9d54f48bc5815445c0f045f,1500.9,1645.5,144.6,44.5,853.2
ai_1c8ea10457fd4fe88150794e9667832a,1613.2,1646.7,33.5,0.0,418.1
ai_662d27ad153d4763acdab72437385c57,1615.9,1653.2,37.3,0.0,411.1
ai_a6f5f239c73d4949985fb66ab1525014,1576.0,1654.2,78.2,25.2,631.99
ai_08c534d89e954945b29fad7cd89c9ad4,1584.5,1662.1,77.6,12.5,624.05
ai_15e817e1fda94a1cb644cca14a7a52bd,1557.7,1662.7,105.0,41.0,643.97
ai_12022a3ea3d2463d927b7d9fc72900a2,1568.3,1667.5,99.2,49.7,408.23
ai_98084a99e56947ea9c5008c3e3580e62,1577.5,1671.6,94.1,38.6,415.23
ai_82aeac89c8f645b38100a71280db864a,1619.3,1674.2,54.9,0.0,408.23
ai_624542786b0f41c5a7747fb0abc5a069,1634.1,1676.0,41.9,0.0,415.23
ai_0c3b6fe74a3b4cb79738a9ca1398a586,1554.8,1681.3,126.5,42.9,948.49
ai_72092a91f6cb4cde89ee5b153c6423d6,1606.0,1682.6,76.6,40.5,402.39
ai_fce0205e2ba141d39e995726d54a3459,1581.2,1682.7,101.5,45.0,626.84
ai_03c5443fc074400bada6f9ccb81c45b8,1567.8,1683.6,115.8,42.6,857.36
ai_94efe96b2be84f39b096612e62570e42,1578.6,1687.2,108.6,33.5,627.0
ai_68db1bf5cbc94cb0a90f669cd3d5fa30,1571.7,1688.1,116.4,28.8,843.52
ai_8f47d447fe704020ad5557718190b175,1557.3,1688.4,131.1,58.7,633.31
ai_8fd5e5f3d9904b22b1ffa9eed5f5b099,1567.3,1695.2,127.9,30.5,946.39
ai_2abeea3712c64156b9ea47a7edb0ac1d,1588.0,1699.5,111.5,41.0,870.67
emergency_c0922e7e0d5244579dae075aabf625c5,1610.2,1702.3,92.1,15.5,866.64
ai_459679870e284438aad3c6ad36cd889b,1557.8,1703.0,145.2,62.9,854.83
ai_d66b34e05a5c474da8ef344ed60bbcd0,1613.8,1705.1,91.3,10.7,861.14
ai_9ff19e58a72344e39484b5b02d479686,1612.0,1705.9,93.9,31.7,647.59
ai_3588aa642e0e48f0a7dd73e5108444a7,1676.4,1716.9,40.5,0.0,403.15
ai_0fdfeabad5ff4788ac5cef74e0e0a585,1634.8,1726.5,91.7,5.5,873.0
ai_8391a6228fe1449e97ab4ddb42386ce6,1578.1,1728.2,150.1,67.4,857.63
ai_48a8dc738fcb4668b66bbcda99969579,1603.1,1728.5,125.4,41.3,856.36
ai_da0c36e3333e4d26ba3eda3fc229172c,1631.0,1728.5,97.5,22.9,857.97
ai_07755f096f8f47309c51242732af9d97,1573.2,1730.2,157.0,79.6,854.83
ai_7a6429bb79914855b040722ed34d83f6,1644.3,1731.6,87.3,7.6,867.67
ai_ebb5b61daa1c4b5ab0e4c6c43f2944a9,1599.2,1734.8,135.6,26.2,852.73
ai_8ae0371f79ef4b20b0fbab16a5b8bfe6,1635.0,1736.8,101.8,13.2,860.2
ai_dbfdcfc708aa45ea8b930b70dbe048f9,1673.9,1740.5,66.6,0.0,856.83
ai_381d73293b264bd586314947bfd57971,1657.9,1746.5,88.6,33.0,624.05
ai_b3c44ed76c3b40dc8fbe9d8a4bf8e719,1703.2,1753.4,50.2,0.0,624.05
ai_0cdcb3ce8e7d44d5a83f4cab6275e0c1,1682.1,1773.7,91.6,28.0,627.0
ai_a9abb602c26e4a0ba992ce63baaee34c,1651.7,1774.0,122.3,63.8,640.31
ai_be8850dc995a4d908f539186e0993bf1,1709.7,1776.3,66.6,4.7,640.31
ai_dd807de454d9401cb429ea8f98682c33,1676.6,1779.0,102.4,22.6,607.0
ai_0dd52c61fbf14cddad251ae6416bdfd3,1690.5,1779.7,89.2,5.2,841.89
ai_13f9c99dbdab4038857c18cda1781394,1702.1,1782.0,79.9,10.7,614.0
ai_2b631d55b3524ba6b965b50f235c402d,1665.5,1796.3,130.8,59.8,640.59
ai_e43688d28a5e47319592b774a5fa4dd1,1684.3,1796.7,112.4,26.5,868.14
ai_ec657f1831e547a5b71f5217f943e6dc,1692.6,1807.7,115.1,40.2,953.54
ai_858a159df9fe48f28444f1bbafb3cb57,1692.1,1811.1,119.0,37.1,642.96
ai_3f18ca02a35f43f1b9ea7f068616291f,1696.7,1814.8,118.1,33.6,647.59
ai_debf8ebe88dc468596ecdac6b30d8eb8,1645.0,1817.6,172.6,96.7,857.97
ai_cd608157d98e469a9c133d66bfd00963,1768.6,1817.9,49.3,13.2,418.1
ai_40ba2aa217c84f77ad6e55df0daf9595,1650.0,1818.5,168.5,93.1,846.89
ai_3cb33353bedc42e0bdecf8f0df68ce59,1732.0,1819.2,87.2,10.6,867.67
ai_94f158299158455d8f02bb86de36d702,1698.8,1820.0,121.2,29.2,846.89
ai_cc4ef174fe0043bda8a89b552d1dbc53,1680.7,1820.4,139.7,46.4,854.83
ai_df17558c1e884447a35afc8942041dec,1734.5,1820.4,85.9,27.9,643.97
ai_33e6951f74224ec2990a8c59b65c3905,1666.9,1820.8,153.9,67.6,856.36
ai_b8dcbc6833cb495d89870602ac95579d,1757.7,1821.9,64.2,20.7,402.39
ai_3fa60e73f4134bf6a8c7c2aa97c1da36,1772.4,1824.5,52.1,1.0,411.1
ai_3c2a8ddeb4264f2e91c4cc290bd1667a,1733.2,1824.7,91.5,7.2,856.83
ai_ddb2e56b44664619aaba5f3e66511922,1720.2,1825.4,105.2,6.4,836.52
ai_11576f96f6bb47b386d3bc154d23aa2c,1706.9,1825.8,118.9,23.1,868.6
ai_c68a7221f0e648d7924fb08ab9e3d187,1744.7,1827.4,82.7,0.0,866.04
ai_fb7fa308641043afb794ad83275f1f68,1705.1,1827.7,122.6,9.2,844.79
ai_3ca0d6a705c54e338547c7f84c22e8ce,1753.9,1851.3,97.4,29.5,873.5
ai_e537adb9e44a4da49a6963260c9ac058,1757.6,1862.4,104.8,34.8,857.36
ai_5e1fe5d9a2cc44ebbd62afd6d64bb842,1716.5,1862.5,146.0,58.6,953.54
ai_0bfb3e246fd54f999d25a228f46f8cbb,1722.6,1863.3,140.7,52.4,870.67
ai_8e82b820c1bb4564bee20f8d27b6438e,1752.6,1865.4,112.8,30.4,870.67
ai_94a972e27dc74ecb940c05cb4d611ffd,1747.4,1866.2,118.8,36.3,843.99
emergency_baa117da4ad242f29f567b2f361f9c22,1768.6,1868.1,99.5,7.0,842.49
ai_61310223addd438694b9261e0380efdc,1761.3,1868.3,107.0,15.9,946.54
ai_748fdde8fc564fbdbf95f5403aa5b9e5,1765.2,1868.7,103.5,18.1,936.77
ai_bcc6e5773815416a8bcab9b319c05996,1765.2,1870.4,105.2,46.0,647.59
ai_b5a32bc172804b1eb9f419dd3ee8e120,1703.3,1875.1,171.8,65.2,863.2
ai_dfe4d7f6028c46b58d4e8ad2ba4a7b64,1732.1,1877.0,144.9,38.8,870.2
ai_5fed8cda161f4856bb4bae4b851703e3,1743.7,1879.2,135.5,33.1,870.2
ai_9cf6772390464e2fa93a20c2feec1738,1722.6,1880.7,158.1,66.9,843.52
ai_ce6f3ba703bd45a687fef5ab4c2be1d2,1801.2,1882.8,81.6,6.5,639.84
ai_73797baf2d36426e91cb37d122d62f69,1804.6,1886.7,82.1,1.4,854.83
ai_087b8dda39c9441f8a06f12c199a86df,1772.6,1889.6,117.0,43.0,645.06
ai_2adb5517fec24082b9acbf9ae5f95462,1768.2,1898.1,129.9,35.7,642.96
ai_aeb28eff2bfe42799d4b62028eca8763,1764.4,1907.3,142.9,65.9,846.32
ai_cc9f077e5c4544af8b24eba7e34b5301,1793.6,1911.2,117.6,32.4,870.7
ai_a750f91088294688a03cf9e623f20b71,1826.5,1912.3,85.8,7.0,645.49
ai_9b863345d34a4d77ac098ee818709d21,1772.4,1913.9,141.5,40.2,855.76
ai_2e54e2fb164d4ea4ae3ea08feab45057,1799.0,1914.8,115.8,26.5,863.7
ai_bc436b73144748abab9a0a28af943bbc,1763.8,1915.1,151.3,50.0,868.6
ai_700811b2b550481086f707c0053662a0,1776.3,1915.8,139.5,41.7,859.73
ai_c58a443cfdcf434d8cf51f0d4828c21e,1821.4,1916.7,95.3,9.0,868.14
ai_57b00c7708b146aea577aed8a41f30dd,1800.8,1917.5,116.7,17.6,846.89
ai_093b837a90c54b799d3aa50d6bccfd76,1749.1,1918.4,169.3,72.0,854.83
ai_2daed8d370b341a4b4ca851d395664f9,1818.8,1918.6,99.8,9.4,867.67
ai_a70119ad14764f7eb54b2819e117e6c1,1817.1,1921.8,104.7,4.7,858.1
ai_7bcb9278f5e54cb6a65f311cc851651c,1853.8,1923.3,69.5,0.0,860.2
ai_486ab8de4fc143968b2d07bc2b8ac18f,1890.8,1924.3,33.5,0.0,402.39
ai_3de8a6c7ae2a43a5825d6ab4fe5d0a71,1851.2,1925.1,73.9,0.0,860.2
ai_58b00947a571421eb7580afd03fc71cb,1826.0,1925.7,99.7,45.0,643.97
ai_06e2aa0d7065482d92b3ddc031948f5b,1875.5,1937.1,61.6,0.0,636.97
ai_e774b863515d414ba5f30783a13fc99a,1851.6,1946.9,95.3,16.4,862.76
ai_3556587163974938afabc5096ef650cc,1883.2,1953.0,69.8,9.5,640.31
ai_67588f6d43554831926c2777bf549a4c,1858.3,1954.6,96.3,8.5,830.68
ai_6b5187375565438694fbaaa392dd7570,1850.6,1955.3,104.7,37.9,614.0
ai_bb8edf1b35084bb9b79e6de5843b1913,1770.0,1958.4,188.4,86.9,951.44
ai_95d4b6dcafb84b228c70be0d305d1f08,1844.2,1959.4,115.2,37.6,638.21
ai_407c273ac1b34e6aa2016ddae2320cb3,1776.1,1959.5,183.4,74.4,946.54
ai_74cad712e55f4797bc96573f532bcbff,1867.8,1960.2,92.4,12.1,638.21
ai_ac5f280d51294597a589bc07fd276714,1847.2,1961.5,114.3,14.8,841.89
ai_29ba4acd971040ff973b86729f804874,1858.9,1964.1,105.2,41.1,647.59
ai_fb4f003d544f40a0b3d8ec5766f1d784,1907.6,1967.8,60.2,0.0,638.21
ai_d36bf982f2f644b38d50bd098f0f06c9,1913.8,1971.9,58.1,0.0,870.94
ai_e6f6d6231ebd4ecfb946a0e053bd8a28,1854.3,1973.4,119.1,42.6,870.2
ai_aed1a296c3dd40c2b7b460a3e2a5586d,1903.3,1973.8,70.5,0.0,939.57
ai_53d274935d694952a97940ebe53e0867,1897.7,1975.8,78.1,11.9,647.59
ai_5d37349338924d6988bcb9c4b5fda49a,1836.1,1977.1,141.0,60.3,868.14
ai_601027aae06f4fb2a3bae97873593a78,1862.9,1978.7,115.8,34.2,870.67
ai_2ffb8c2f6d53405fa8991f689ef2d9f2,1883.2,1979.3,96.1,14.2,857.63
ai_fa5efaf533c9404ea9631d9036326d58,1851.2,1980.3,129.1,32.3,854.83
ai_28724468ad0a45ab99c78a82d7f02558,1892.2,1980.8,88.6,2.3,868.14
ai_60ec2fc6849a406fa0292ece6712b9d6,1856.0,1981.5,125.5,39.9,867.67
ai_a02b74ddf9dc4c4ea578eb11c77faa6c,1880.7,1982.0,101.3,13.1,854.83
ai_50dc6637f53c44f7afdc9173446659c8,1831.3,1983.0,151.7,48.3,866.04
ai_c3dbaf14aa3d40329c9b1b68bede81dc,1924.3,1990.0,65.7,18.9,408.23
ai_17cfd4b12dbb46cbaa52ad318f28adbf,1880.5,1992.9,112.4,27.1,863.2
ai_d5096091676a4f2d845468923829b474,1909.0,1993.8,84.8,0.0,863.67
ai_1bdbbd059e334d1fa3581351a8b2e44f,1960.2,1997.7,37.5,0.6,415.23
ai_c21de34aa7654f28b05aa2042cbe6ea6,1843.8,1999.5,155.7,76.5,846.89
emergency_de76e5389ce24cf7967fbeceef914a02,1851.1,2000.0,148.9,58.5,866.17
ai_a91fa520f53e43b5af5549f130aed6ae,1864.8,2001.1,136.3,42.1,846.89
ai_7bd5006d95f5430abde766480241b802,1856.3,2002.0,145.7,43.3,867.67
ai_20b5cd48555348fd8f392c76c29d35cb,1902.9,2004.4,101.5,16.4,846.89
ai_db53d8bc3b554ffabf6dde9c9832ded7,1892.7,2005.9,113.2,31.4,860.2
ai_40f43c03a5a54c5a9a988636ab6d71b3,1830.5,2010.7,180.2,89.3,849.36
ai_58ff64113d9643e3aa2ce9f608bd4d35,1927.5,2016.2,88.7,33.5,624.05
ai_801917dfa24d43a69163cff415493210,1902.4,2020.4,118.0,39.9,862.76
ai_89b6110e151c4574a0fc0b46fff712c4,1954.2,2021.9,67.7,6.4,626.85
ai_10fa708d460e4514b54eb28ce8ddf14d,1971.1,2030.8,59.7,0.0,629.89
ai_2b6601bc542e42ad9a023fccee648cce,1952.6,2039.3,86.7,49.6,405.25
ai_bc3fe1635e244be58cbf1961dcc01d50,1918.6,2039.6,121.0,71.1,408.23
ai_a42f853b97064628b9a75a5bfc58ddab,1997.4,2039.9,42.5,0.0,400.29
ai_0d6c0982b0e0463c88a6a2de1774547a,1911.2,2042.8,131.6,60.6,830.68
ai_5a210230ef7f4830abf942a3dd682c23,1926.8,2042.9,116.1,39.6,843.99
ai_12320c920fb547ab89448974db19dee2,1904.8,2043.3,138.5,48.5,953.54
ai_da7f2bc27880483eab75e3eb36ec9270,1918.3,2045.1,126.8,46.8,843.99
ai_980f917406a147f5a2f2d7554eb6bc5e,1914.7,2045.3,130.6,33.9,953.54
ai_6d8394163b6a412cbb00e1694df53059,1938.6,2048.9,110.3,34.9,611.9
ai_1938560dcf924b38a215a610e160654a,1922.1,2051.4,129.3,30.1,951.44
ai_8085aa6140804f47bebf31e020081635,1954.9,2051.5,96.6,1.4,843.99
ai_8fa62ee08785448591f397869f453fec,1926.4,2051.7,125.3,46.1,870.2
ai_44a29b1dcb2149cebdaf2dbe55a5c801,1929.1,2054.3,125.2,36.7,870.2
ai_389a5cd048f244439c60f75e134c9fc1,1915.5,2055.8,140.3,50.8,843.52
ai_fa3abeaf60224f1caf110237325fc610,1952.3,2057.3,105.0,9.0,843.52
ai_3f69d54a3b6f44df9db206711c444c73,1947.1,2059.3,112.2,26.9,854.83
ai_d40a7636018c493bb637c2b98ee8f43c,1938.8,2063.3,124.5,45.5,868.14
ai_7397fce083e040ecbf691f5e66f9ac18,1974.8,2063.5,88.7,11.3,867.67
ai_17ca4aba8e6a474f9c74f962c9dd5323,2028.5,2065.1,36.6,0.0,402.39
ai_60b4483bc3ed45078f63a8d7e7cd92db,1941.8,2071.7,129.9,31.1,865.57
ai_95968700711049c5ab6b729ccc3d1c7c,1977.5,2073.7,96.2,1.0,854.83
ai_fa06f3ba22bd46b28b2fdef113ea3499,1975.4,2074.9,99.5,24.1,857.36
ai_4297c80afd254043bb83728aca9fb6ad,1991.2,2077.0,85.8,9.3,870.2
ai_df72e19461674630a9f65ca5d0a34ee8,1853.7,2088.4,234.7,131.5,856.36
ai_23b8c0f685754b3bb8cfaf7489b96c45,1879.7,2089.1,209.4,93.5,841.42
ai_85e239131136438bacff5582e85a6d1c,1991.3,2089.9,98.6,37.3,624.05
ai_50eeaa9f0a774ef698a5c6b15fba11b5,1994.0,2090.2,96.2,32.8,631.99
ai_54e09ae9c5114a81bea28f740fb6934e,1986.5,2092.0,105.5,17.8,856.83
ai_b1d2874a15424609973013b6c739223e,1946.2,2092.6,146.4,33.7,843.52
ai_0c90977025d84a3cb7662851fb98c500,1939.9,2093.4,153.5,60.2,859.73
ai_c11a0d4f15884fc8b15ffb4e57d2ea4d,1973.3,2095.3,122.0,29.8,859.73
ai_b3bce29c33be4a14a6802ef7cfd48d3f,1987.0,2095.7,108.7,37.4,629.89
ai_c8602d9b5b8f4fb19f47c145c9a9ae11,1990.3,2097.0,106.7,6.9,860.67
ai_fc4d2a4b67c34a8fb5a3c3571f37be78,1982.6,2099.0,116.4,19.2,861.14
ai_9469f3db07b84f4abaa3edc66a634038,2003.9,2099.0,95.1,2.0,853.2
ai_f8009023527c46c691e3a1283f7d8985,1973.0,2104.4,131.4,30.0,868.14
ai_18abf76e3a24445689bf465421623f61,2009.7,2105.9,96.2,41.1,631.99
